name,result_urban_burnt,buffer,time_since_fire_ignited
Tubbs_urban_to_TL2_banana_buffer_1010_1100,19517285.08,banana_buffer,49
Tubbs_urban_to_TL2_banana_buffer_1010_1200,17873876.26,banana_buffer,50
Tubbs_urban_to_TL2_banana_buffer_1010_1300,19873168.94,banana_buffer,51
Tubbs_urban_to_TL2_banana_buffer_1010_1400,17020685.86,banana_buffer,52
Tubbs_urban_to_TL2_banana_buffer_1010_1500,19625859.01,banana_buffer,53
Tubbs_urban_to_TL2_banana_buffer_1010_1600,16224903.3,banana_buffer,54
Tubbs_urban_to_TL2_banana_buffer_1010_1700,20502527.62,banana_buffer,55
Tubbs_urban_to_TL2_banana_buffer_1010_1800,21717507.99,banana_buffer,56
Tubbs_urban_to_TL2_banana_buffer_1010_1900,16663910.21,banana_buffer,57
Tubbs_urban_to_TL2_banana_buffer_1010_2000,17381233.6,banana_buffer,58
Tubbs_urban_to_TL2_banana_buffer_1010_2100,21303948.45,banana_buffer,59
Tubbs_urban_to_TL2_banana_buffer_1010_2200,23240853.77,banana_buffer,60
Tubbs_urban_to_TL2_banana_buffer_1010_2300,18942943.23,banana_buffer,61
Tubbs_urban_to_TL2_banana_buffer_1010_2400,21813467.83,banana_buffer,62
Tubbs_urban_to_TL2_1008_1000,0,no,0
Tubbs_urban_to_TL2_1008_1100,0,no,1
Tubbs_urban_to_TL2_1008_1200,0,no,2
Tubbs_urban_to_TL2_1009_0000,0,no,14
Tubbs_urban_to_TL2_1009_0100,0,no,15
Tubbs_urban_to_TL2_1009_0200,0,no,16
Tubbs_urban_to_TL2_1009_0300,0,no,17
Tubbs_urban_to_TL2_1009_0400,0,no,18
Tubbs_urban_to_TL2_1009_0500,296380.9913,no,19
Tubbs_urban_to_TL2_1009_0600,31077.1463,no,20
Tubbs_urban_to_TL2_1009_0700,50184.85772,no,21
Tubbs_urban_to_TL2_1009_0800,,no,22
Tubbs_urban_to_TL2_1009_0900,47457.0347,no,23
Tubbs_urban_to_TL2_1009_1000,784650.8039,no,24
Tubbs_urban_to_TL2_1009_1100,3071837.046,no,25
Tubbs_urban_to_TL2_1009_1200,3417863.502,no,26
Tubbs_urban_to_TL2_1009_1300,4335341.032,no,27
Tubbs_urban_to_TL2_1009_1400,3932914.123,no,28
Tubbs_urban_to_TL2_1009_1500,4491833.602,no,29
Tubbs_urban_to_TL2_1009_1600,6427412.466,no,30
Tubbs_urban_to_TL2_1009_1700,7224120.671,no,31
Tubbs_urban_to_TL2_1009_1800,9816861.377,no,32
Tubbs_urban_to_TL2_1009_1900,,no,33
Tubbs_urban_to_TL2_1009_2000,11086956.83,no,34
Tubbs_urban_to_TL2_1009_2100,12202957.59,no,35
Tubbs_urban_to_TL2_1009_2200,14727384.26,no,36
Tubbs_urban_to_TL2_1009_2300,16741742.79,no,37
Tubbs_urban_to_TL2_1010_0000,15887402.09,no,38
Tubbs_urban_to_TL2_1010_0100,15671661.91,no,39
Tubbs_urban_to_TL2_1010_0200,18259466.74,no,40
Tubbs_urban_to_TL2_1010_0300,18623256.31,no,41
Tubbs_urban_to_TL2_1010_0400,17194478.96,no,42
Tubbs_urban_to_TL2_1010_0500,17124395.13,no,43
Tubbs_urban_to_TL2_1010_0600,19502764.79,no,44
Tubbs_urban_to_TL2_1010_0700,112458379.8,no,45
Tubbs_urban_to_TL2_1010_0800,18932155.11,no,46
Tubbs_urban_to_TL2_1010_0900,18953812.44,no,47
Tubbs_urban_to_TL2_1010_1000,,no,48
Tubbs_urban_to_TL2_1010_1100,16820346.69,no,49
Tubbs_urban_to_TL2_1010_1200,19209120.37,no,50
Tubbs_urban_to_TL2_1010_1300,18944399.05,no,51
Tubbs_urban_to_TL2_1010_1400,23067239.6,no,52
Tubbs_urban_to_TL2_1010_1500,19141805.84,no,53
Tubbs_urban_to_TL2_1010_1600,19299961.56,no,54
Tubbs_urban_to_TL2_1010_1700,23272820.19,no,55
Tubbs_urban_to_TL2_1010_1800,20314293.75,no,56
Tubbs_urban_to_TL2_1010_1900,20389746.18,no,57
Tubbs_urban_to_TL2_1010_2000,21639419.75,no,58
Tubbs_urban_to_TL2_1010_2100,21726491.01,no,59
Tubbs_urban_to_TL2_1010_2200,19330494.89,no,60
Tubbs_urban_to_TL2_1010_2300,22426761.5,no,61
Tubbs_urban_to_TL2_1010_2400,18053331.32,no,62
Tubbs_urban_to_TL2_NB3_buffer_1008_1000,0,NB3(non-permeable),0
Tubbs_urban_to_TL2_NB3_buffer_1009_0000,0,NB3(non-permeable),14
Tubbs_urban_to_TL2_NB3_buffer_1009_0100,0,NB3(non-permeable),15
Tubbs_urban_to_TL2_NB3_buffer_1009_0200,0,NB3(non-permeable),16
Tubbs_urban_to_TL2_NB3_buffer_1009_0300,374.802016,NB3(non-permeable),17
Tubbs_urban_to_TL2_NB3_buffer_1009_0400,530.08242,NB3(non-permeable),18
Tubbs_urban_to_TL2_NB3_buffer_1009_0500,22780.74299,NB3(non-permeable),19
Tubbs_urban_to_TL2_NB3_buffer_1009_0600,69304.86238,NB3(non-permeable),20
Tubbs_urban_to_TL2_NB3_buffer_1009_0700,87080.93664,NB3(non-permeable),21
Tubbs_urban_to_TL2_NB3_buffer_1009_0800,62342.67874,NB3(non-permeable),22
Tubbs_urban_to_TL2_NB3_buffer_1009_0900,1346437.928,NB3(non-permeable),23
Tubbs_urban_to_TL2_NB3_buffer_1009_1000,1139533.993,NB3(non-permeable),24
Tubbs_urban_to_TL2_NB3_buffer_1009_1100,2559390.538,NB3(non-permeable),25
Tubbs_urban_to_TL2_NB3_buffer_1009_1200,3863954.482,NB3(non-permeable),26
Tubbs_urban_to_TL2_NB3_buffer_1009_1300,3731890.758,NB3(non-permeable),27
Tubbs_urban_to_TL2_NB3_buffer_1009_1400,3214328.796,NB3(non-permeable),28
Tubbs_urban_to_TL2_NB3_buffer_1009_1500,5440197.371,NB3(non-permeable),29
Tubbs_urban_to_TL2_NB3_buffer_1009_1600,5749339.598,NB3(non-permeable),30
Tubbs_urban_to_TL2_NB3_buffer_1009_1700,5854134.646,NB3(non-permeable),31
Tubbs_urban_to_TL2_NB3_buffer_1009_1800,7668086.333,NB3(non-permeable),32
Tubbs_urban_to_TL2_NB3_buffer_1009_1900,9651401.973,NB3(non-permeable),33
Tubbs_urban_to_TL2_NB3_buffer_1009_2000,10024739.81,NB3(non-permeable),34
Tubbs_urban_to_TL2_NB3_buffer_1009_2100,10008724.31,NB3(non-permeable),35
Tubbs_urban_to_TL2_NB3_buffer_1009_2200,11118924.38,NB3(non-permeable),36
Tubbs_urban_to_TL2_NB3_buffer_1009_2300,12298609.22,NB3(non-permeable),37
Tubbs_urban_to_TL2_NB3_buffer_1010_0000,15129079.14,NB3(non-permeable),38
Tubbs_urban_to_TL2_NB3_buffer_1010_0100,14671157.25,NB3(non-permeable),39
Tubbs_urban_to_TL2_NB3_buffer_1010_0200,15930184.95,NB3(non-permeable),40
Tubbs_urban_to_TL2_NB3_buffer_1010_0300,17466943.81,NB3(non-permeable),41
Tubbs_urban_to_TL2_NB3_buffer_1010_0400,16575923.2,NB3(non-permeable),42
Tubbs_urban_to_TL2_NB3_buffer_1010_0500,13819327.58,NB3(non-permeable),43
Tubbs_urban_to_TL2_NB3_buffer_1010_0600,,NB3(non-permeable),44
Tubbs_urban_to_TL2_NB3_buffer_1010_0700,,NB3(non-permeable),45
Tubbs_urban_to_TL2_NB3_buffer_1010_0800,,NB3(non-permeable),46
Tubbs_urban_to_TL2_NB3_buffer_1010_0900,,NB3(non-permeable),47
Tubbs_urban_to_TL2_NB3_buffer_1010_1000,,NB3(non-permeable),48
Tubbs_urban_to_TL2_NB3_buffer_1010_1100,,NB3(non-permeable),49
Tubbs_urban_to_TL2_NB3_buffer_1010_1200,16746355.47,NB3(non-permeable),50
Tubbs_urban_to_TL2_NB3_buffer_1010_1300,,NB3(non-permeable),51
Tubbs_urban_to_TL2_NB3_buffer_1010_1400,,NB3(non-permeable),52
Tubbs_urban_to_TL2_NB3_buffer_1010_1500,,NB3(non-permeable),53
Tubbs_urban_to_TL2_NB3_buffer_1010_1600,,NB3(non-permeable),54
Tubbs_urban_to_TL2_NB3_buffer_1010_1700,,NB3(non-permeable),55
Tubbs_urban_to_TL2_NB3_buffer_1010_1800,,NB3(non-permeable),56
Tubbs_urban_to_TL2_NB3_buffer_1010_1900,,NB3(non-permeable),57
Tubbs_urban_to_TL2_NB3_buffer_1010_2000,,NB3(non-permeable),58
Tubbs_urban_to_TL2_NB3_buffer_1010_2100,,NB3(non-permeable),59
Tubbs_urban_to_TL2_NB3_buffer_1010_2200,,NB3(non-permeable),60
Tubbs_urban_to_TL2_NB3_buffer_1010_2300,,NB3(non-permeable),61
Tubbs_urban_to_TL2_NB3_buffer_1010_2400,,NB3(non-permeable),62
